item_id,title,Action,Adventure,Animation,Childrens,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western
242,Kolya (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
302,L.A. Confidential (1997),0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
51,Legends of the Fall (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
346,Jackie Brown (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
265,"Hunt for Red October, The (1990)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
465,"Jungle Book, The (1994)",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
451,Grease (1978),0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
86,"Remains of the Day, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
257,Men in Black (1997),1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1014,Romy and Michele's High School Reunion (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Star Trek: First Contact (1996),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
785,Only You (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
387,"Age of Innocence, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
274,Sabrina (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1042,Just Cause (1995),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
392,"Man Without a Face, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
486,Sabrina (1954),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
144,Die Hard (1988),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,Twister (1996),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,Toy Story (1995),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Broken Arrow (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,Aladdin (1992),0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
768,Casper (1995),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Restoration (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
234,Jaws (1975),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
246,Chasing Amy (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
98,"Silence of the Lambs, The (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
193,"Right Stuff, The (1983)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,Sleepless in Seattle (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
194,"Sting, The (1973)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
603,Rear Window (1954),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
796,Speechless (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
32,Crumb (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,French Twist (Gazon maudit) (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
304,Fly Away Home (1996),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,"Trigger Effect, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
327,Cop Land (1997),0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
201,Evil Dead II (1987),1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1137,Beautiful Thing (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
241,"Last of the Mohicans, The (1992)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,Get Shorty (1995),1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
332,Kiss the Girls (1997),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
100,Fargo (1996),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
432,Fantasia (1940),0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
322,Murder at 1600 (1997),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
181,Return of the Jedi (1983),1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
196,Dead Poets Society (1989),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
679,Conan the Barbarian (1981),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,"Sound of Music, The (1965)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
423,E.T. the Extra-Terrestrial (1982),0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
515,"Boot, Das (1981)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,Angels and Insects (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
288,Scream (1996),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
219,"Nightmare on Elm Street, A (1984)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
526,Ben-Hur (1959),1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
919,"City of Lost Children, The (1995)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,"Brothers McMullen, The (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Young Guns (1988),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
427,To Kill a Mockingbird (1962),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
512,Wings of Desire (1987),0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
15,Mr. Holland's Opus (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,Old Yeller (1957),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
165,Jean de Florette (1986),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
690,Seven Years in Tibet (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
248,Grosse Pointe Blank (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5,Copycat (1995),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
229,Star Trek III: The Search for Spock (1984),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
237,Jerry Maguire (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
480,North by Northwest (1959),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54,Outbreak (1995),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
366,Dangerous Minds (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
518,Miller's Crossing (1990),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
403,Batman (1989),1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
111,"Truth About Cats & Dogs, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
625,"Sword in the Stone, The (1963)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"Birdcage, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,Con Air (1997),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,Monty Python's Life of Brian (1979),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Sense and Sensibility (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1153,Backbeat (1993),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
498,"African Queen, The (1951)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
382,"Adventures of Priscilla, Queen of the Desert, The (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
209,This Is Spinal Tap (1984),0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
23,Taxi Driver (1976),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
294,Liar Liar (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Young Frankenstein (1974),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
685,Executive Decision (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
328,Conspiracy Theory (1997),1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
496,It's a Wonderful Life (1946),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
132,"Wizard of Oz, The (1939)",0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
174,Raiders of the Lost Ark (1981),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,Terminator 2: Judgment Day (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
151,Willy Wonka and the Chocolate Factory (1971),0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"Devil's Advocate, The (1997)",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
648,"Quiet Man, The (1952)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
514,Annie Hall (1977),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
789,Swimming with Sharks (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
485,My Fair Lady (1964),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
317,In the Name of the Father (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
195,"Terminator, The (1984)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
200,"Shining, The (1980)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
385,True Lies (1994),1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
750,Amistad (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
245,"Devil's Own, The (1997)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
135,2001: A Space Odyssey (1968),0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1147,My Family (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
471,Courage Under Fire (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
658,Pump Up the Volume (1990),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,Homeward Bound: The Incredible Journey (1993),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,One Fine Day (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
479,Vertigo (1958),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1211,Blue Sky (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1134,Get on the Bus (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
836,Ninotchka (1939),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
272,Good Will Hunting (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
787,Roommates (1995),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14,"Postino, Il (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
955,Before Sunrise (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
419,Mary Poppins (1964),0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
405,Mission: Impossible (1996),1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
504,Bonnie and Clyde (1967),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
466,Red Rock West (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117,"Rock, The (1996)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
273,Heat (1995),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
559,Interview with the Vampire (1994),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
794,It Could Happen to You (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
177,"Good, The Bad and The Ugly, The (1966)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,GoldenEye (1995),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,Big Night (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
164,"Abyss, The (1989)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
281,"River Wild, The (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1240,Ghost in the Shell (Kokaku kidotai) (1995),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
298,Face/Off (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
443,"Birds, The (1963)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1035,Cool Runnings (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"Fugitive, The (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
258,Contact (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
455,Jackie Chan's First Strike (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,Jumanji (1995),1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
673,Cape Fear (1962),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
172,"Empire Strikes Back, The (1980)",1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
1267,Clockers (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216,When Harry Met Sally... (1989),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
61,Three Colors: White (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
48,Hoop Dreams (1994),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
360,Wonderland (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77,"Firm, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
476,"First Wives Club, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Casablanca (1942),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
748,"Saint, The (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
220,"Mirror Has Two Faces, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
255,My Best Friend's Wedding (1997),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
280,Up Close and Personal (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
202,Groundhog Day (1993),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
408,"Close Shave, A (1995)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
228,Star Trek: The Wrath of Khan (1982),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1098,Flirting With Disaster (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Wag the Dog (1997),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
178,12 Angry Men (1957),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
478,"Philadelphia Story, The (1940)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
10,Richard III (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
127,"Godfather, The (1972)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
69,Forrest Gump (1994),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
944,Renaissance Man (1994),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
214,Pink Floyd - The Wall (1982),0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1028,Grumpier Old Men (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
109,Mystery Science Theater 3000: The Movie (1996),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
171,Delicatessen (1991),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
318,Schindler's List (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
568,Speed (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
842,Pollyanna (1960),0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
65,What's Eating Gilbert Grape (1993),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
591,Primal Fear (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
339,Mad City (1997),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
746,Real Genius (1985),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"Crow, The (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
7,Twelve Monkeys (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1018,Tie Me Up! Tie Me Down! (1990),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
218,Cape Fear (1991),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334,U Turn (1997),1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
344,"Apostle, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,Pulp Fiction (1994),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
89,Blade Runner (1982),0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
141,"20,000 Leagues Under the Sea (1954)",0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
576,Cliffhanger (1993),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,Gone with the Wind (1939),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
153,"Fish Called Wanda, A (1988)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
813,"Celluloid Closet, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
872,Love Jones (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507,"Streetcar Named Desire, A (1951)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
367,Clueless (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Rudy (1993),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
595,"Fan, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,Seven (Se7en) (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
520,"Great Escape, The (1963)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,Jurassic Park (1993),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
501,Dumbo (1941),0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,Four Rooms (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
198,Nikita (La Femme Nikita) (1990),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
189,"Grand Day Out, A (1992)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
705,Singin' in the Rain (1952),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
64,"Shawshank Redemption, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
357,One Flew Over the Cuckoo's Nest (1975),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
484,"Maltese Falcon, The (1941)",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
508,"People vs. Larry Flynt, The (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
303,Ulee's Gold (1997),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
215,Field of Dreams (1989),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
749,"MatchMaker, The (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
204,Back to the Future (1985),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
